"Subject" "Activity Name" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
"151" 1 "Sitting" 0.2790872 -0.019083242 -0.10588882 -0.99572983 -0.97896723 -0.99139401 0.87410872 0.1456773 0.32087334 -0.99508616 -0.98598512 -0.99373603 0.06886822 0.020224021 0.0069050846 -0.99309444 -0.99078442 -0.99439585 -0.028211664 -0.072544173 0.080864612 -0.99810121 -0.99314198 -0.98862667 -0.10231372 -0.047165727 -0.05642873 -0.99742615 -0.99591829 -0.99513623 -0.99147471 -0.99536861 -0.99147471 -0.99536861 -0.99400136 -0.99616196 -0.9936703 -0.99428791 -0.9970486 -0.99682107 -0.99296524 -0.98424139 -0.99532656 -0.99743328 -0.97663042 -0.98873898 0.39435475 0.08704417 0.3817381 -0.99257629 -0.99134531 -0.99359384 -0.99440135 -0.99068737 -0.99364571 0.3925354 0.15477456 0.43060319 -0.99657618 -0.99369114 -0.99026592 -0.99870298 -0.99274758 -0.98893074 0.54781344 0.19800319 -0.20525852 -0.99593391 -0.99473486 0.35759981 -0.99573563 -0.99550624 0.55883202 -0.99442502 -0.9950137 0.23487186 -0.99730213 -0.99594383 -0.11142849
"152" 1 "Laying" 0.40347433 -0.015074404 -0.11816739 -0.91481115 -0.89523112 -0.89174811 -0.25504375 0.77465873 0.58977655 -0.78374234 -0.98892557 -0.89538076 0.023446864 0.00081333847 0.052811325 -0.94745338 -0.89722597 -0.97816837 0.031551954 -0.13199514 0.54327885 -0.95513929 -0.93360561 -0.81188693 -0.11906637 -0.048786067 -0.15544951 -0.96974195 -0.9531439 -0.97210194 -0.90512291 -0.83169609 -0.90512291 -0.83169609 -0.96035654 -0.90224092 -0.77756178 -0.81164844 -0.97326441 -0.94034612 -0.92631396 -0.88694847 -0.92879208 -0.91037489 -0.90562736 -0.88104465 -0.23409995 0.0079412303 -0.13607767 -0.94917576 -0.89800411 -0.9729599 -0.95022293 -0.90367544 -0.98246061 -0.054980692 -0.16635343 -0.12840717 -0.95217596 -0.93313376 -0.83554013 -0.95626437 -0.93427842 -0.82168422 -0.12946319 -0.30965551 -0.067389048 -0.87510957 -0.83619631 -0.24178745 -0.91028972 -0.89146988 -0.2985904 -0.87599774 -0.80624765 -0.27999474 -0.9524838 -0.93054398 -0.27489103
"153" 1 "Laying" 0.27837321 -0.020560964 -0.096824565 -0.98488259 -0.99111837 -0.98211178 -0.21014776 0.7739047 0.58511978 -0.96034279 -0.98897778 -0.96530301 0.067178002 0.015637893 -0.016186186 -0.9928808 -0.98943383 -0.99164836 0.0092571098 -0.078793121 0.25756479 -0.98117184 -0.99271925 -0.8922664 -0.11001902 -0.036833082 -0.12362339 -0.99705918 -0.99724402 -0.99760705 -0.98744609 -0.97847045 -0.98744609 -0.97847045 -0.99274198 -0.99320151 -0.91521896 -0.89860396 -0.99750843 -0.99865538 -0.98687443 -0.98900774 -0.98337917 -0.98389409 -0.99184611 -0.98179749 -0.33089384 0.28215937 0.22979633 -0.99288837 -0.99011125 -0.99079124 -0.99349601 -0.98928622 -0.99091956 0.15257604 0.087052284 0.16369105 -0.98159156 -0.99396328 -0.8983206 -0.98114495 -0.99192883 -0.89997136 -0.1772947 -0.088881882 -0.001677066 -0.98218097 -0.97848445 0.042903894 -0.99251304 -0.99296117 0.52197041 -0.93249135 -0.89574669 -0.24675149 -0.99853716 -0.99855628 0.42847339
"154" 1 "Laying" 0.27655526 -0.01786855 -0.10762126 -0.9941946 -0.99637166 -0.99561514 -0.20876483 0.77171208 0.58994727 -0.98879281 -0.99756896 -0.99600941 0.082498475 0.0083569472 0.00023418251 -0.99488847 -0.99140208 -0.99377178 -0.013424389 -0.075370833 0.10054482 -0.99013041 -0.99615343 -0.94702521 -0.10579546 -0.041967089 -0.090942119 -0.99773859 -0.9981612 -0.99421976 -0.99798763 -0.99609738 -0.99798763 -0.99609738 -0.99513057 -0.9946894 -0.97340095 -0.97291051 -0.99775558 -0.99842692 -0.99361477 -0.99425887 -0.99519692 -0.99436299 -0.9968263 -0.99536475 0.068314314 0.48354504 0.50752503 -0.99448499 -0.99207153 -0.99217342 -0.99588563 -0.99112114 -0.99397365 0.24963245 0.10215185 0.2550511 -0.98877868 -0.99688741 -0.95036266 -0.99048968 -0.9956296 -0.95058438 0.039468108 0.12661959 0.065183838 -0.99506057 -0.99677722 0.62369619 -0.99450594 -0.99355488 0.61604851 -0.98466623 -0.97054765 -0.2516247 -0.9983322 -0.99834175 0.43753214
"155" 1 "Laying" 0.27957476 -0.017275722 -0.10948053 -0.99613535 -0.99581156 -0.99868915 -0.20956406 0.77109662 0.59010467 -0.99593411 -0.99846505 -0.99877914 0.073995503 0.01378212 -0.0073714967 -0.99439037 -0.99317763 -0.99618103 -0.02495981 -0.076133944 0.043037574 -0.99618046 -0.99507117 -0.98902329 -0.10094779 -0.040474051 -0.060445163 -0.99862786 -0.99843113 -0.99459715 -0.99950449 -0.99870535 -0.99950449 -0.99870535 -0.99665137 -0.99564924 -0.98209908 -0.99305154 -0.99832501 -0.99869506 -0.99574989 -0.99345251 -0.99726751 -0.99623496 -0.99647204 -0.99902371 0.089330554 0.32407339 0.51854492 -0.99473789 -0.99311399 -0.99445967 -0.99444287 -0.99374614 -0.99663571 0.25481615 0.17879182 0.43735373 -0.99625209 -0.99727311 -0.99015354 -0.99608674 -0.99382148 -0.98946384 0.088837787 -0.22976395 0.065986097 -0.99839081 -0.99844942 0.67738736 -0.99620832 -0.99331487 0.16106371 -0.99602715 -0.99206 -0.10334982 -0.99854484 -0.99869335 0.54384817
"156" 1 "Laying" 0.27652699 -0.0168191 -0.10798311 -0.99677544 -0.99725636 -0.99542164 -0.20874807 0.77103706 0.58941397 -0.99946399 -0.99862466 -0.9967349 0.077122435 0.011380407 0.0034761282 -0.99483938 -0.99351915 -0.99515973 -0.029550387 -0.068085138 0.045946749 -0.99914537 -0.99548843 -0.99423868 -0.099619225 -0.040330798 -0.047750664 -0.99885537 -0.99813088 -0.99741291 -0.99905773 -0.99827359 -0.99905773 -0.99827359 -0.99626463 -0.99587063 -0.98441252 -0.99444823 -0.99894081 -0.99912404 -0.99651117 -0.99506101 -0.99473614 -0.99682163 -0.9977321 -0.995386 -0.0049171859 0.35377568 0.46072288 -0.99530794 -0.99405544 -0.99379202 -0.99470473 -0.99325372 -0.99511218 0.16807125 0.30364311 0.33697381 -0.99850797 -0.99688993 -0.99403343 -0.9993898 -0.99460984 -0.99472831 0.42505194 -0.2305108 0.41615403 -0.99773322 -0.99828295 0.63957723 -0.99699634 -0.99267283 0.25415745 -0.99633125 -0.99385786 0.077716295 -0.99885063 -0.99936052 0.63893894
"157" 1 "Laying" 0.27812334 -0.017146303 -0.10801374 -0.99492812 -0.99835905 -0.99201143 -0.20871697 0.77129107 0.58933471 -0.99962828 -0.99920964 -0.99716251 0.075608951 0.012335201 0.0013993239 -0.99236682 -0.99271816 -0.9916361 -0.030431147 -0.073488076 0.055590694 -0.9991156 -0.99488749 -0.99445568 -0.098206257 -0.041243883 -0.046094169 -0.99865891 -0.99809354 -0.99696266 -0.99742945 -0.99587294 -0.99742945 -0.99587294 -0.99351031 -0.99318822 -0.98814549 -0.99621972 -0.9987064 -0.99919122 -0.99470159 -0.99566666 -0.99156425 -0.99492265 -0.99919054 -0.9920588 0.037372839 0.51763917 0.33551455 -0.99303347 -0.99262297 -0.990766 -0.99222801 -0.99336245 -0.99092067 0.1877201 0.27588406 0.18979962 -0.99851987 -0.99647274 -0.99242118 -0.99933533 -0.99391749 -0.99582028 0.35721184 -0.18285949 0.4572391 -0.99485336 -0.99650887 0.62589709 -0.99297665 -0.99209042 0.12645375 -0.99698871 -0.99608841 0.099895475 -0.99911686 -0.99894755 0.59712819
"158" 1 "Laying" 0.27800654 -0.01780317 -0.10896485 -0.9944254 -0.99487263 -0.99488582 -0.20863346 0.77135108 0.58963487 -0.99921306 -0.99941854 -0.9987835 0.075657984 0.0050748365 -0.0012262263 -0.99194015 -0.99056545 -0.99262026 -0.02979633 -0.071422989 0.075146974 -0.99897201 -0.99445478 -0.9861557 -0.098012593 -0.038934592 -0.048297637 -0.9982894 -0.99746648 -0.99688103 -0.99741966 -0.99633327 -0.99741966 -0.99633327 -0.99320615 -0.99338638 -0.99251294 -0.99394818 -0.9982823 -0.99872606 -0.99403729 -0.99237655 -0.99333595 -0.99449739 -0.99567657 -0.99556989 -0.0012076458 0.31136343 0.54315572 -0.99250045 -0.9898414 -0.99007664 -0.99196416 -0.99227922 -0.99400964 0.14953216 0.14285166 0.44449049 -0.9985193 -0.9957374 -0.99040119 -0.9991101 -0.99363811 -0.98589917 0.32764399 -0.065534723 -0.15828311 -0.99603683 -0.99629933 0.60636694 -0.99315112 -0.99218464 0.13264009 -0.99599918 -0.99333786 -0.02425672 -0.99859072 -0.99870387 0.39450638
"159" 1 "Laying" 0.2802064 -0.01839626 -0.10748863 -0.99647493 -0.99406876 -0.99186131 -0.20856027 0.7707487 0.59001704 -0.99834188 -0.9963227 -0.99651469 0.073531787 0.010824142 -0.0019587455 -0.99469772 -0.99153221 -0.99342673 -0.02885418 -0.072704386 0.085061987 -0.99917255 -0.99399074 -0.9948031 -0.097892616 -0.038695857 -0.057581924 -0.99885506 -0.99797965 -0.99661481 -0.99728212 -0.99472458 -0.99728212 -0.99472458 -0.9949283 -0.99453129 -0.9959893 -0.99774873 -0.99875541 -0.99867217 -0.99569054 -0.99259551 -0.99203037 -0.99681573 -0.99420858 -0.99148221 0.044484925 0.20768029 0.20249602 -0.99512491 -0.99247489 -0.99221261 -0.99462607 -0.99090131 -0.9931454 0.12626874 0.047782148 0.18853112 -0.99866809 -0.99586517 -0.99505323 -0.99935123 -0.99287884 -0.9950569 0.274076 -0.18585085 0.34427643 -0.99390379 -0.99533504 0.43802823 -0.99399846 -0.99404556 0.52123462 -0.99789256 -0.9978802 0.19547453 -0.99871186 -0.99833283 0.25753648
"160" 1 "Laying" 0.28182774 -0.018626474 -0.10527824 -0.99628711 -0.99219394 -0.99020448 -0.20760682 0.76992271 0.5904504 -0.99573115 -0.99797044 -0.99812413 0.073964485 0.014924539 -0.0019185204 -0.99435908 -0.9878187 -0.99296768 -0.027737135 -0.075772812 0.086471819 -0.99924487 -0.99576488 -0.99377387 -0.097968616 -0.041539573 -0.0556776 -0.99972792 -0.99896022 -0.99560969 -0.9957705 -0.99389022 -0.9957705 -0.99389022 -0.9932731 -0.99438856 -0.99683171 -0.99804238 -0.99906282 -0.99933286 -0.99529395 -0.98974733 -0.99107413 -0.99674939 -0.99309365 -0.98948484 0.043309032 0.43782343 0.16315056 -0.99453409 -0.98683269 -0.99182548 -0.99462863 -0.99011123 -0.99259169 0.16004874 0.27663332 0.10515966 -0.99922538 -0.99727454 -0.99484631 -0.99920646 -0.99483362 -0.99380408 0.2403441 -0.24458824 0.25162277 -0.99334705 -0.99435238 0.43934678 -0.99422415 -0.99288778 0.66509324 -0.99828512 -0.99803195 0.23148437 -0.99929934 -0.99909877 0.61784313
"161" 1 "Laying" 0.27672941 -0.017209548 -0.10563797 -0.99478811 -0.99103132 -0.99318722 -0.20636268 0.7692959 0.59130586 -0.9981733 -0.997281 -0.99339642 0.078027424 0.0085359751 -0.0052980182 -0.99220776 -0.98626707 -0.99270232 -0.027415438 -0.076236511 0.088193255 -0.99960009 -0.99594504 -0.99434839 -0.097854591 -0.041437227 -0.051773459 -0.99981405 -0.9985712 -0.99559588 -0.9958683 -0.99579684 -0.9958683 -0.99579684 -0.99125179 -0.99567961 -0.99705625 -0.99852708 -0.99886744 -0.99923411 -0.99307421 -0.98879666 -0.99237312 -0.99564117 -0.99184777 -0.99341508 0.042898076 0.43069519 0.47759772 -0.99174989 -0.98657491 -0.9907817 -0.99350502 -0.98682994 -0.99326973 0.18098251 0.17428776 0.43300776 -0.99955507 -0.99748347 -0.994006 -0.9995902 -0.9950006 -0.99488986 0.36170784 -0.063420823 0.33465106 -0.99380693 -0.99745177 0.63632658 -0.99574837 -0.9941316 0.41231545 -0.99861154 -0.99858622 0.30056637 -0.99902758 -0.99928455 0.91857638
"162" 1 "Laying" 0.27588359 -0.016150309 -0.10882921 -0.99551063 -0.99554804 -0.9940008 -0.20649916 0.7691518 0.59214322 -0.99768896 -0.99731442 -0.9965967 0.079217587 0.013871292 0.0020966176 -0.99252096 -0.99257303 -0.99280008 -0.027557917 -0.074717452 0.087574809 -0.99885209 -0.99518579 -0.99511471 -0.098663635 -0.040145171 -0.054970621 -0.99770712 -0.99821401 -0.99683583 -0.99758819 -0.99701193 -0.99758819 -0.99701193 -0.99333114 -0.99613653 -0.99661933 -0.99904418 -0.99864793 -0.99869226 -0.99480416 -0.99380373 -0.99248491 -0.99577676 -0.99578506 -0.99471737 0.14855882 0.38764359 0.47210407 -0.99299983 -0.99288781 -0.99038501 -0.99258743 -0.99266717 -0.99402778 0.26514377 0.18216216 0.31662248 -0.99811521 -0.99633237 -0.99551228 -0.99911868 -0.99443908 -0.99528288 0.4345329 -0.21729452 0.11520351 -0.99629652 -0.99729675 0.67084064 -0.99630902 -0.99439907 0.25938936 -0.99914259 -0.9990069 0.50459204 -0.99859962 -0.99845846 0.61415183
"163" 1 "Laying" 0.27783021 -0.017684054 -0.1057035 -0.99614315 -0.99596875 -0.9948886 -0.20702615 0.76962832 0.59219232 -0.99886802 -0.99778162 -0.99646996 0.074492793 0.015421882 0.0049166674 -0.99331535 -0.99446285 -0.99278437 -0.028189688 -0.075922288 0.085242467 -0.99843598 -0.99491371 -0.9943792 -0.098786707 -0.043011336 -0.055590732 -0.99739987 -0.99823857 -0.99667168 -0.99786725 -0.99868238 -0.99786725 -0.99868238 -0.99407848 -0.99660017 -0.99624004 -0.99800631 -0.99853912 -0.99862726 -0.9951802 -0.99388245 -0.99360666 -0.99658088 -0.99642248 -0.99535591 0.19291577 0.34334786 0.58464903 -0.99308043 -0.9942709 -0.990698 -0.99421221 -0.99512357 -0.99357456 0.2391065 0.062977287 0.26689833 -0.9974977 -0.99584522 -0.99508298 -0.99876663 -0.99428525 -0.99449132 0.33218508 -0.12400623 0.21656869 -0.9981129 -0.9986522 0.7652607 -0.9958311 -0.99673367 0.43807407 -0.99820311 -0.99804483 0.32074197 -0.99848869 -0.99853391 0.56468929
"164" 1 "Laying" 0.27937115 -0.017644953 -0.10818111 -0.99523683 -0.99581009 -0.99443045 -0.20699211 0.76946735 0.59291655 -0.999274 -0.99791058 -0.99503772 0.072594696 0.010275519 -0.002639534 -0.99130441 -0.99392468 -0.99287189 -0.027948324 -0.075748823 0.086152221 -0.99904601 -0.99431845 -0.99335143 -0.097773433 -0.041491156 -0.054167484 -0.99930533 -0.99769529 -0.99587538 -0.9973188 -0.99877904 -0.9973188 -0.99877904 -0.99366314 -0.99440637 -0.99595283 -0.99717953 -0.99840939 -0.998737 -0.99354586 -0.9939895 -0.99425916 -0.99609844 -0.99608554 -0.99408934 0.17455631 0.27468621 0.49133615 -0.99092769 -0.99366968 -0.99164211 -0.99256906 -0.99471291 -0.99259655 0.26298173 0.15103354 0.28121312 -0.99906969 -0.99584 -0.99472143 -0.99898397 -0.99337948 -0.99331486 0.2612734 -0.21471274 0.13887445 -0.99831041 -0.99863947 0.80376417 -0.99276118 -0.99606696 0.51011698 -0.99768722 -0.99708838 0.19189655 -0.99870411 -0.99840436 0.72281877
"165" 1 "Laying" 0.019016151 -0.0070373566 -0.028333356 -0.66129361 -0.71335257 -0.70115517 0.044743889 0.75845367 0.50493607 -0.31213364 -0.77139191 -0.62099753 0.33481779 -0.087342242 -0.24078322 -0.919918 -0.86741319 -0.9290315 0.20204982 0.040694905 0.73162657 -0.88716564 -0.91599042 -0.87226754 -0.11950341 -0.033136459 -0.081185235 -0.93524056 -0.93776472 -0.93483004 -0.72162699 -0.41726279 -0.72162699 -0.41726279 -0.9219028 -0.86582785 -0.6073844 -0.79933651 -0.95018467 -0.91945032 -0.66860442 -0.78963798 -0.73499812 -0.65825324 -0.6965821 -0.70531714 -0.3029447 -0.08192021 0.064381548 -0.91582762 -0.85963 -0.91560292 -0.93244267 -0.88786172 -0.94207282 0.015272279 0.39199364 -0.021357176 -0.89235795 -0.91669974 -0.87882562 -0.88720193 -0.91605302 -0.88165396 -0.40627381 -0.0083893961 -0.36391281 -0.47786351 -0.47576196 -0.18196765 -0.86488401 -0.86628146 0.15819535 -0.87785926 -0.78956074 -0.610467 -0.93188247 -0.90994766 -0.11864065
"166" 1 "Laying" 0.3402085 -0.036452984 -0.10625819 -0.95859648 -0.90805582 -0.98466948 -0.047727828 0.76866913 0.54098815 -0.90640588 -0.91499999 -0.98786371 0.071098045 0.026827472 0.040107846 -0.98258651 -0.98459127 -0.98081566 0.1186012 -0.018781307 0.51290211 -0.94532037 -0.97907302 -0.8614257 -0.11843114 -0.038440072 -0.13626567 -0.98745773 -0.98708777 -0.99042969 -0.94290262 -0.92188864 -0.94290262 -0.92188864 -0.98397266 -0.98006107 -0.75196917 -0.84458764 -0.98912638 -0.98723543 -0.97498679 -0.95410178 -0.97750397 -0.95311651 -0.89501868 -0.99104596 -0.6433783 -0.41931778 0.83538083 -0.98210907 -0.98237072 -0.97633568 -0.98475582 -0.98908843 -0.9842554 0.084542057 -0.0031908549 0.11757263 -0.94716517 -0.97938782 -0.87408467 -0.94539767 -0.97892589 -0.86993672 -0.28489973 -0.1899565 -0.097143842 -0.96740935 -0.91479967 -0.59342129 -0.98214074 -0.97572739 -0.1213258 -0.90194398 -0.83823923 -0.37590958 -0.98755082 -0.9872632 0.043873822
"167" 1 "Laying" -0.16642569 -0.11935251 0.13303497 -0.63313536 -0.18977503 -0.31933629 -0.041699844 0.75554154 0.54742535 -0.85563269 -0.96354752 -0.89836031 -0.043507411 -0.053766392 0.19503419 -0.87762809 -0.65065842 -0.83940869 -0.059379779 0.08809224 0.13125568 -0.42283371 -0.78810663 -0.56517871 -0.04233134 -0.07304167 -0.056678688 -0.60586863 -0.89932747 -0.81663018 -0.51842779 0.064073395 -0.51842779 0.064073395 -0.85561065 -0.66085342 -0.59910183 -0.21074593 -0.86875596 -0.69583753 -0.74175973 -0.37047418 -0.54169783 -0.59792408 -0.15788015 -0.26673644 -0.621766 -0.60129805 -0.47612452 -0.87009876 -0.66911521 -0.81513119 -0.89850916 -0.6535219 -0.86326895 -0.34633774 -0.86852506 -0.55169544 -0.37539089 -0.82273127 -0.62389734 -0.44130719 -0.77061732 -0.587152 -0.63525595 -0.46446244 -0.6427061 -0.40526174 0.085678963 -0.55561013 -0.72619041 -0.59248301 -0.59281703 -0.44981321 -0.20359081 -0.65450373 -0.76672615 -0.64139664 -0.80068355
"168" 1 "Laying" -0.23910256 -0.096904391 0.14803461 -0.63732529 -0.12769222 -0.25892403 -0.18770377 0.70262213 0.63722785 -0.33694561 -0.6855982 -0.39074878 0.11314268 0.074806311 -0.10382637 -0.87257116 -0.64257101 -0.83199907 -0.035961192 -0.034605486 0.058812713 -0.38879976 -0.74479878 -0.59595082 -0.096588812 -0.074083925 -0.056614254 -0.5884292 -0.89356735 -0.81213818 -0.36210824 -0.1266784 -0.36210824 -0.1266784 -0.82366323 -0.68634475 -0.54709337 -0.23749421 -0.83080792 -0.71704468 -0.78254802 -0.35302765 -0.58238308 -0.59362341 -0.082021234 -0.17499567 -0.85555911 -0.62478591 -0.68602377 -0.86668292 -0.65948137 -0.80855043 -0.89167443 -0.64779561 -0.8546971 -0.40218761 -0.87995111 -0.58193048 -0.35137583 -0.80542284 -0.63205493 -0.40513477 -0.71526611 -0.62155844 -0.68458634 -0.54345589 -0.61413546 -0.50202182 -0.11108042 -0.69377653 -0.72546081 -0.64267705 -0.50332465 -0.45857638 -0.2351279 -0.65314986 -0.76196065 -0.68522496 -0.69121922
"169" 1 "Laying" 0.34696848 0.069408647 -0.20082552 -0.80390335 -0.74174219 -0.60538234 -0.35145953 0.65518574 0.73110976 -0.70640252 -0.83510249 -0.70659949 0.20887536 0.11372797 -0.22303817 -0.9641889 -0.91507673 -0.95496396 0.082133212 -0.24323522 0.21592953 -0.80797336 -0.92489146 -0.92594262 -0.19508446 -0.0046289995 -0.12899286 -0.88165198 -0.96388666 -0.95947402 -0.67636425 -0.7780501 -0.67636425 -0.7780501 -0.94306581 -0.94913627 -0.80157467 -0.75933208 -0.94608038 -0.92582469 -0.82682765 -0.80454766 -0.71690557 -0.79528766 -0.72866336 -0.58065442 -0.32954732 -0.32891804 -0.094863916 -0.96309193 -0.91342804 -0.94547883 -0.96880155 -0.92342213 -0.96386746 0.018574341 -0.47769962 -0.18934396 -0.77139478 -0.93047351 -0.90206889 -0.81971179 -0.92203477 -0.94246788 -0.19115136 -0.14278765 0.43721729 -0.79232273 -0.80375155 0.013747097 -0.9445135 -0.95467415 0.25179871 -0.80248618 -0.77207963 -0.20490831 -0.93403494 -0.92066111 -0.35071995
"170" 1 "Laying" 0.30383319 0.1036482 -0.24533103 -0.75599409 -0.64257064 -0.6955007 -0.33939193 0.6970974 0.70209116 -0.78654516 -0.78429151 -0.68993069 -0.048777316 0.14548517 0.10475315 -0.83892922 -0.79581029 -0.8821034 -0.036936103 -0.057546422 -0.052175402 -0.63256602 -0.78301797 -0.62485358 -0.79429092 0.069186911 -0.21966787 -0.67295977 -0.87982746 -0.85893273 -0.63496006 -0.70007559 -0.63496006 -0.70007559 -0.85112159 -0.79163541 -0.71573909 -0.43782608 -0.87102635 -0.73505633 -0.77764042 -0.65641474 -0.74389472 -0.74773772 -0.65709837 -0.69274327 -0.44277372 0.027422686 -0.21558053 -0.84128694 -0.77748827 -0.86899322 -0.8509183 -0.83732236 -0.89370215 0.12818532 -0.19254211 -0.41708085 -0.35965028 -0.79638339 -0.6394989 -0.73703623 -0.77656454 -0.65428401 0.64780288 -0.1516836 -0.16621416 -0.71639747 -0.73690231 -0.10590565 -0.83435446 -0.74626649 -0.23928235 -0.41740016 -0.55289109 0.31188273 -0.73301366 -0.75641948 -0.28168415
"171" 1 "Laying" -0.36120533 -0.26812111 0.17689637 -0.59939182 0.53250573 0.0043240256 -0.36048 0.71643717 0.6629796 -0.57217277 -0.72466654 -0.78630016 0.020624221 -0.26870572 0.23693914 -0.64824281 -0.25032928 -0.61258935 -0.23782482 0.0013208186 -0.098544364 -0.081294431 -0.67023793 -0.57189809 -0.26163473 -0.11985833 -0.012435592 -0.36262562 -0.72314441 -0.71632539 -0.062945893 0.30788151 -0.062945893 0.30788151 -0.56428225 -0.33962197 -0.40112981 0.27340612 -0.67562773 -0.53941555 -0.62167946 0.26319965 -0.25634415 -0.59077718 0.56288903 0.054977589 -0.35748385 -0.35022485 -0.33530726 -0.63698626 -0.21058319 -0.57076123 -0.69447248 -0.36007731 -0.65294977 -0.08993761 -0.2454903 -0.29874883 0.0057825797 -0.66275526 -0.53699297 -0.11375026 -0.67722657 -0.62303729 -0.53933004 -0.051106787 -0.35401397 -0.091821255 0.28069657 -0.45908559 -0.35848249 -0.32035278 0.15463256 -0.10202009 0.27991626 -0.56646563 -0.60822781 -0.49217599 -0.52517002
"172" 1 "Laying" -0.27706634 -0.68409659 0.34665772 -0.59641047 0.024682958 -0.16040449 -0.57349604 0.52510468 0.77976328 -0.24241051 0.069459782 -0.14768193 0.17061123 -0.3848919 -0.028640525 -0.67369935 -0.26985594 -0.62029149 -0.22981397 -0.084139792 0.12658478 -0.11708191 -0.70508529 -0.72542219 0.60049262 -0.14450577 0.10627918 -0.45691937 -0.74054968 -0.74996313 0.29483896 -0.040902739 0.29483896 -0.040902739 -0.62540929 -0.29310124 -0.48420622 0.25838625 -0.75023599 -0.54078957 -0.60838922 0.029028661 -0.31756454 -0.59163789 -0.042426101 -0.14414422 -0.48112763 0.055190131 -0.44797549 -0.65892981 -0.24437788 -0.5777608 -0.72221064 -0.35761019 -0.66152622 -0.068720793 -0.24344676 -0.26722372 0.20023571 -0.68059349 -0.64274198 -0.21899757 -0.72334622 -0.78386911 0.036605456 0.010096269 0.26133704 -0.220785 -0.10278022 -0.44328399 -0.33175609 -0.25098304 0.087846855 0.10504627 0.14654068 -0.19232946 -0.61261081 -0.49043707 -0.53386713
"173" 1 "Laying" 0.2574765 -0.41386534 0.017374188 -0.91966606 0.075259481 -0.63071563 -0.74182101 0.16014065 0.94954331 -0.83322417 0.13696674 -0.51782593 0.11161264 0.3056408 -0.22123434 -0.90510028 -0.88601631 -0.91145828 0.049928814 -0.11530276 0.19568759 -0.70487231 -0.85821079 -0.8784089 0.11264077 0.02773879 -0.064159118 -0.92143767 -0.92801395 -0.94851936 -0.33101576 -0.053417618 -0.33101576 -0.053417618 -0.92047767 -0.85134447 -0.73358055 -0.71856338 -0.95082172 -0.89968023 -0.90611827 -0.38761604 -0.72773664 -0.92560766 0.18885085 -0.6104376 -0.23706382 -0.5206587 -0.037411443 -0.90822047 -0.8793609 -0.89344593 -0.91017271 -0.90355657 -0.9298109 -0.28316786 -0.35302118 0.075588089 -0.64389389 -0.86035895 -0.89368601 -0.72434139 -0.85780101 -0.88464973 0.0087697145 -0.28328349 -0.55624352 -0.49856777 -0.026812389 -0.65511382 -0.87188606 -0.82739933 -0.19452701 -0.76682956 -0.73479036 -0.10722121 -0.91304149 -0.89052661 -0.26956499
